GEOID,latitude,longitude,MetroName_x,2011_Current$_GDP,2012_Current$_GDP,2013_Current$_GDP,2014_Current$_GDP,2015_Current$_GDP,2016_Current$_GDP,2016_Current$_Rank,2011_Real$09_GDP,2012_Real$09_GDP,2013_Real$09_GDP,2014_Real$09_GDP,2015_Real$09_GDP,2016_Real$09_GDP,2012_RealGDP%_Change,2013_RealGDP%_Change,2014_RealGDP%_Change,2015_RealGDP%_Change,2016_RealGDP%_Change,2016Rank,Natural resources and mining,Construction,Durable-goods manufacturing,Nondurable-goods manufacturing,Trade,Transportation and utilities,Information,"Finance, insurance, real estate, rental, and leasing",Professional and business services,"Educational services, health care, and social assistance","Arts, entertainment, recreation, accommodation, and food services","Other services, except government",Government,2010_Population_Actual,2010_Population_Estimate,2011_Population_Estimate,2012_Population_Estimate,2013_Population_Estimate,2014_Population_Estimate,2015_Population_Estimate,2016_Population_Estimate,ALand_SQMeters,AWater_SQMeters,ALand_SQMiles,AWater_SQMiles,latitude,longitude                                                                                                 
29020,40.483537,-86.114118,"Kokomo, IN","3,742","3,851","4,078","4,264","4,691","4,704",329,"3,842","3,851","4,037","4,086","4,254","4,209",0.2,4.8,1.2,4.1,-1.1,311,0.01,0.08,-1.48,0.02,-0.12,0.18,0.05,-0.42,-0.07,0.44,0.04,0.18,0.04,82752,82727,82856,82914,82840,82739,82581,82568,758858971,2394185,292.997,0.924,40.483537,-86.114118
29100,43.783246,-91.318743,"La Crosse-Onalaska, WI-MN","6,088","6,391","6,458","6,651","6,957","7,195",244,"5,965","6,113","6,052","6,105","6,224","6,321",2.5,-1,0.9,1.9,1.6,174,-0.11,-0.09,-0.38,0.02,0.6,0.34,0.09,0.06,0.21,0.58,-0.01,0.09,0.16,133665,133885,134179,135519,135891,136468,136830,136936,2599849332,116616524,1003.807,45.026,43.783246,-91.318743
29180,29.957773,-92.04935,"Lafayette, LA","27,664","27,804","26,832","26,327","23,282","20,645",116,"25,036","25,123","23,707","23,002","20,942","18,530",0.3,-5.6,-3,-9,-11.5,380,(D),-0.79,-1.28,0.01,-0.9,-0.56,-0.07,-2.31,(D),-0.08,(D),-0.22,-0.06,466750,467615,470685,474223,479634,484965,489865,491528,8828910403,2348844612,3408.862,906.894,29.957773,-92.04935
29200,40.514724,-86.930462,"Lafayette-West Lafayette, IN","8,735","8,963","9,093","9,415","9,706","10,007",201,"8,487","8,477","8,458","8,552","8,590","8,727",-0.1,-0.2,1.1,0.4,1.6,171,0.21,0.11,1.03,-0.32,-0.02,-0.04,0.1,0.26,-0.02,0.14,(D),0.02,0.15,201789,202083,204469,207371,210074,212141,214305,216679,3311166848,16373698,1278.449,6.322,40.514724,-86.930462
29340,29.978755,-93.253243,"Lake Charles, LA","13,806","14,892","13,494","15,050","15,738","16,472",145,"10,796","11,155","10,427","11,528","12,517","13,532",3.3,-6.5,10.6,8.6,8.1,1,0.03,3.18,(D),(D),0.15,-0.06,-0.01,-0.27,0.39,0.16,-0.2,0.04,-0.05,199607,200005,200515,201190,202179,203512,205495,207483,6082764224,1767344271,2348.568,682.375,29.978755,-93.253243
29420,35.717705,-113.749689,"Lake Havasu City-Kingman, AZ","3,837","3,843","3,879","4,011","4,082","4,238",342,"3,703","3,638","3,622","3,670","3,649","3,726",-1.8,-0.4,1.3,-0.6,2.1,143,-0.29,0.53,0.21,0.09,0.45,-0.25,0.32,-0.19,0.4,0.36,0.37,-0.04,0.16,200186,200378,202635,203126,202622,202985,204165,205249,34475714657,387347771,13311.148,149.556,35.717705,-113.749689
29460,27.953115,-81.692783,"Lakeland-Winter Haven, FL","17,190","17,664","18,450","18,599","19,309","20,162",120,"16,624","16,685","17,149","16,951","17,204","17,671",0.4,2.8,-1.2,1.5,2.7,89,-0.96,0.15,0.28,-0.26,0.12,0.49,0.33,1.08,0.72,0.39,0.09,0.08,0.21,602095,603213,609669,615294,622656,634932,649425,666149,4653250695,553800050,1796.63,213.823,27.953115,-81.692783
29540,40.041992,-76.250198,"Lancaster, PA","22,297","23,371","24,026","25,433","27,364","27,801",91,"21,631","22,155","22,401","23,266","24,583","24,646",2.4,1.1,3.9,5.7,0.3,255,0.23,0.1,0.14,-0.24,0.34,0.27,0.11,-1.57,0.71,0.13,0.06,0.04,-0.06,519445,520361,523689,526864,530189,533650,536349,538500,2444495031,103535036,943.825,39.975,40.041992,-76.250198
29620,42.713659,-84.605372,"Lansing-East Lansing, MI","19,113","18,974","19,315","20,072","20,794","22,016",113,"18,743","18,188","18,194","18,508","18,625","19,375",-3,0,1.7,0.6,4,33,0.02,0.23,0.63,0.05,0.53,0.36,0.12,1.45,0.17,0.25,-0.01,0.17,0.06,464036,464247,466100,466782,467959,470107,471794,475099,4397041601,44017378,1697.707,16.995,42.713659,-84.605372
29700,27.760799,-99.340752,"Laredo, TX","7,561","7,718","7,775","8,007","8,021","8,071",230,"6,989","7,050","6,943","7,021","7,112","7,079",0.9,-1.5,1.1,1.3,-0.5,289,-2.44,0.31,-0.03,-0.94,-0.63,1.48,0.12,0.95,0.23,0.21,-0.06,0.04,0.29,250304,251335,255486,259738,263564,266605,268929,271193,8706200257,36536159,3361.483,14.107,27.760799,-99.340752
29740,32.350912,-106.832182,"Las Cruces, NM","6,540","6,358","6,292","6,513","6,792","6,909",249,"6,251","5,965","5,787","5,869","6,005","6,009",-4.6,-3,1.4,2.3,0.1,265,-0.21,0.24,0.2,-0.1,0.07,0.32,-0.38,-0.23,-0.39,0.34,-0.01,0.03,0.21,209233,210203,212869,214162,213651,213536,213567,214207,9862379062,17584926,3807.886,6.79,32.350912,-106.832182
29820,36.214257,-115.013812,"Las Vegas-Henderson-Paradise, NV","84,875","87,098","90,938","94,232","104,508","111,091",36,"83,297","83,380","85,247","86,308","93,001","96,595",0.1,2.2,1.2,7.8,3.9,42,-0.01,0.3,-0.01,-0.02,0.11,0.32,0.17,0.93,0.9,0.38,0.48,0.14,0.18,1951269,1953216,1966295,1995815,2025096,2064899,2109289,2155664,20438834319,438841388,7891.478,169.438,36.214257,-115.013812
29940,38.896415,-95.290946,"Lawrence, KS","3,822","3,801","3,895","3,996","4,238","4,413",335,"3,729","3,633","3,649","3,666","3,798","3,888",-2.6,0.5,0.4,3.6,2.4,120,0.02,0.18,0.39,0.25,1.14,-0.23,0.4,-0.29,0.34,0.32,0.11,-0.09,-0.14,110826,111245,112424,113304,114672,116430,117915,119440,1180720703,48581683,455.879,18.757,38.896415,-95.290946
30020,34.52911,-98.430917,"Lawton, OK","4,799","4,652","4,775","4,861","4,987","5,028",317,"4,646","4,413","4,460","4,461","4,481","4,447",-5,1.1,0,0.4,-0.7,304,-0.14,-0.2,-0.04,0.52,(D),(D),-0.67,0.26,-0.18,0.05,(D),0.2,-0.41,130291,131561,132255,132755,131154,131071,130168,128077,4408014204,61426399,1701.944,23.717,34.52911,-98.430917
30140,40.371559,-76.46487,"Lebanon, PA","4,310","4,424","4,612","4,663","4,808","4,961",320,"4,132","4,130","4,230","4,202","4,287","4,394",0,2.4,-0.7,2,2.5,108,0.51,0.2,-0.38,0.94,(D),(D),0.41,0.3,0.25,0.09,0.04,0.19,-0.24,133568,133675,134482,135633,135866,136657,137729,138863,937138345,1727921,361.831,0.667,40.371559,-76.46487
30300,46.251696,-116.925017,"Lewiston, ID-WA","2,111","2,141","2,171","2,180","2,303","2,356",381,"2,047","2,030","2,014","1,978","2,034","2,044",-0.9,-0.8,-1.8,2.8,0.5,242,-0.29,0.56,0.89,-0.64,(D),(D),0.06,-0.54,0.18,0.54,-0.14,0.08,-0.09,60888,61047,61354,61443,62029,62160,62235,62675,3844328323,32663369,1484.304,12.611,46.251696,-116.925017
30340,44.167681,-70.207435,"Lewiston-Auburn, ME","3,579","3,677","3,702","3,881","3,938","4,084",350,"3,490","3,498","3,451","3,544","3,505","3,567",0.2,-1.4,2.7,-1.1,1.8,159,0.05,-0.09,-0.08,-0.34,0.33,0.49,0.5,0.63,-0.04,0.21,-0.13,0.12,0.12,107702,107705,107394,107539,107370,107408,107245,107319,1211937419,75599699,467.932,29.189,44.167681,-70.207435
30460,38.102844,-84.438572,"Lexington-Fayette, KY","23,227","24,536","25,241","26,093","28,106","28,990",88,"22,848","23,613","23,847","24,147","25,283","25,605",3.3,1,1.3,4.7,1.3,187,0.17,0.19,0.25,0.01,0.46,0.14,-0.5,0.46,0.08,0.19,0.04,0.07,-0.27,472099,473469,478670,484626,489625,494301,500663,506751,3803528175,40707477,1468.551,15.717,38.102844,-84.438572
30620,40.771627,-84.106103,"Lima, OH","5,688","5,564","5,576","6,035","5,520","5,519",292,"4,913","4,632","4,697","5,029","4,634","4,648",-5.7,1.4,7.1,-7.8,0.3,253,0.51,0.04,0.53,-3.1,0.41,-0.02,-0.06,0.54,0.21,1.46,-0.08,-0.18,0.03,106331,106395,105939,105295,105129,104944,104210,103742,1042470093,11266164,402.5,4.35,40.771627,-84.106103
30700,40.817458,-96.868743,"Lincoln, NE","15,481","16,616","17,332","18,180","18,588","19,203",126,"15,011","15,683","16,028","16,476","16,431","16,677",4.5,2.2,2.8,-0.3,1.5,177,0.14,0.11,-0.15,-0.52,0.4,-0.1,0.87,0.28,0.03,0.2,0.16,0.09,0,302157,302993,306681,310587,314566,319198,322827,326921,3649230871,34424716,1408.976,13.291,40.817458,-96.868743
30780,34.755773,-92.400589,"Little Rock-North Little Rock-Conway, AR","34,339","35,429","35,032","36,121","37,213","37,796",74,"33,343","33,757","32,778","33,160","33,777","33,889",1.2,-2.9,1.2,1.9,0.3,249,-0.54,0.12,-0.18,0.01,0.22,-0.07,0.3,0.05,0.12,0.38,-0.02,0.04,-0.09,699757,702410,710767,717660,724077,728962,731542,734622,10578440901,295694130,4084.359,114.168,34.755773,-92.400589
30860,41.885346,-111.786039,"Logan, UT-ID","4,156","4,207","4,205","4,449","4,753","4,819",326,"4,049","3,986","3,903","4,047","4,219","4,197",-1.5,-2.1,3.7,4.3,-0.5,296,0.16,0.41,-0.17,0.26,0.54,0.06,-0.13,-3.2,0.65,0.45,-0.06,0.17,0.32,125442,126160,127692,128757,130040,131133,133093,136159,4735323632,33319030,1828.319,12.865,41.885346,-111.786039
30980,32.364601,-94.819897,"Longview, TX","10,648","11,090","11,292","11,633","10,495","9,753",206,"9,795","10,072","10,092","10,258","9,680","9,017",2.8,0.2,1.7,-5.6,-6.9,376,-4.08,0.31,-1.61,0.27,-0.74,0.22,0.02,-0.64,-0.56,-0.06,-0.04,-0.07,0.13,214369,214726,215893,216578,216189,216420,217242,217446,4611066613,68442652,1780.343,26.426,32.364601,-94.819897
31020,46.185923,-122.658682,"Longview, WA","3,504","3,589","3,801","3,911","3,976","4,096",349,"3,388","3,397","3,502","3,508","3,477","3,525",0.2,3.1,0.2,-0.9,1.4,181,0.09,-0.2,0.71,0.48,0.34,-0.08,0.31,-0.55,-0.18,0.16,-0.03,0.06,0.29,102410,102413,102378,101840,101784,102106,103378,105160,2953144614,67322784,1140.216,25.993,46.185923,-122.658682
31080,34.109024,-118.182549,"Los Angeles-Long Beach-Anaheim, CA","782,565","821,769","852,509","903,100","963,448","1,001,677",2,"760,055","782,013","796,785","827,992","866,578","884,836",2.9,1.9,3.9,4.7,2.1,144,-0.02,0.15,0.32,0.07,0.06,0.1,1,-0.13,-0.1,0.28,0.13,0.02,0.23,12828837,12843120,12942360,13038490,13128012,13201053,13268828,13310447,12558589615,2202092049,4848.899,850.233,34.109024,-118.182549
31140,38.33524,-85.668941,"Louisville/Jefferson County, KY-IN","58,109","61,814","62,909","68,350","71,802","74,968",46,"56,920","59,016","58,993","62,685","64,032","65,668",3.7,0,6.3,2.1,2.6,105,0.06,(D),(D),(D),0.41,0.35,0.12,0.74,0.62,0.15,0.05,0.07,-0.13,1235708,1237828,1244624,1252625,1263229,1270881,1277583,1283430,9268040329,160362235,3578.411,61.916,38.33524,-85.668941
31180,33.470327,-101.648825,"Lubbock, TX","10,837","11,332","12,254","12,347","12,908","13,434",171,"10,387","10,649","11,296","11,182","11,558","11,858",2.5,6.1,-1,3.4,2.6,101,-0.29,0.38,-0.03,0.17,0.01,0.13,-0.01,(D),(D),0.33,0.02,0.02,0.34,290805,292260,295440,298111,301644,306677,310688,314840,6961014817,21260554,2687.663,8.209,33.470327,-101.648825
31340,37.364926,-79.216689,"Lynchburg, VA","8,522","8,697","8,882","9,059","9,306","9,463",211,"8,410","8,335","8,339","8,321","8,295","8,253",-0.9,0,-0.2,-0.3,-0.5,293,0.02,-0.07,0.14,-0.62,0.01,0.02,0.08,-0.28,0.17,-0.02,-0.04,-0.06,0.14,252634,253058,254241,255745,256946,258009,259378,260232,5491599067,68380853,2120.318,26.402,37.364926,-79.216689
31420,32.856197,-83.714313,"Macon, GA","8,055","8,262","8,614","9,182","9,420","9,474",210,"7,823","7,854","8,021","8,383","8,403","8,309",0.4,2.1,4.5,0.2,-1.1,314,-0.65,0.24,(D),0.57,1.11,0.46,-0.06,(D),-0.99,0.19,0.05,-0.04,0.02,232293,232265,232820,232880,231321,230630,229909,229182,4461725312,38847900,1722.682,14.999,32.856197,-83.714313
31460,37.209821,-119.749802,"Madera, CA","4,286","4,605","4,899","5,275","5,071","5,150",310,"3,902","4,095","4,264","4,628","4,571","4,737",5,4.1,8.5,-1.2,3.6,49,1.46,0.87,-0.23,0.11,0.23,0.05,-0.03,0.46,-0.39,0.53,0.12,-0.01,0.47,150865,151099,151962,151947,151811,154071,154306,154697,5535058332,41957139,2137.098,16.2,37.209821,-119.749802
31540,43.084288,-89.597178,"Madison, WI","37,688","38,949","40,558","41,459","45,223","47,425",61,"36,726","37,133","37,971","38,119","40,738","42,029",1.1,2.3,0.4,6.9,3.2,68,0.07,0.22,0.04,-0.48,0.19,0.13,0.55,0.88,0.96,0.25,0.13,0.02,0.2,605435,606556,613897,620503,627406,633892,640614,648929,8571132545,200856004,3309.333,77.551,43.084288,-89.597178
31700,42.911643,-71.723101,"Manchester-Nashua, NH","22,405","22,678","23,504","24,301","25,832","26,826",96,"22,069","21,909","22,297","22,610","23,521","24,036",-0.7,1.8,1.4,4,2.2,134,(D),(D),0.38,-0.01,-0.17,0.03,0.52,0.45,0.47,0.28,-0.06,0.06,0.05,400721,401039,401774,402651,403308,405003,406015,407761,2269346872,41478107,876.2,16.015,42.911643,-71.723101
31740,39.341053,-96.509902,"Manhattan, KS","3,338","3,221","3,205","3,283","3,479","3,554",363,"3,238","3,064","2,985","2,995","3,102","3,119",-5.4,-2.6,0.3,3.6,0.5,239,-0.24,0.33,-0.61,0.11,-0.33,0.35,0.16,0.61,0.4,0,-0.05,-0.04,-0.15,92719,93320,95370,98608,98113,97497,98506,97004,3757549512,85639947,1450.798,33.066,39.341053,-96.509902
31860,44.15481,-94.147801,"Mankato-North Mankato, MN","4,237","4,528","4,738","4,974","5,191","5,381",298,"4,036","4,211","4,346","4,515","4,695","4,871",4.3,3.2,3.9,4,3.7,47,0.31,-0.2,-0.09,-0.03,(D),(D),-0.07,2.07,0.06,0.39,-0.02,0.05,0.23,96740,96844,97319,98009,97820,98727,99178,100016,3098869457,93362547,1196.48,36.047,44.15481,-94.147801
31900,40.774159,-82.542781,"Mansfield, OH","3,906","3,997","4,120","4,279","4,297","4,343",337,"3,791","3,804","3,865","3,924","3,883","3,894",0.3,1.6,1.5,-1.1,0.3,251,0.14,-0.02,-0.14,0.05,-0.36,0.06,-0.38,0.49,0.51,0.03,0.03,-0.14,0.03,124475,124174,123062,122590,122250,121912,121581,121107,1282720855,12470884,495.261,4.815,40.774159,-82.542781
32580,26.396384,-98.18099,"McAllen-Edinburg-Mission, TX","16,131","16,828","17,593","18,501","19,186","19,588",125,"15,525","15,844","16,270","16,784","17,175","17,303",2.1,2.7,3.2,2.3,0.7,225,-0.9,-0.19,-0.05,-0.02,0.54,0.17,0.24,-0.09,0.11,0.56,0.07,-0.02,0.34,774769,779150,794682,806388,817039,829088,839314,849843,4068610100,31102596,1570.899,12.009,26.396384,-98.18099
32780,42.411628,-122.675685,"Medford, OR","6,198","6,532","6,842","7,204","7,644","8,014",231,"6,061","6,250","6,403","6,589","6,828","7,022",3.1,2.5,2.9,3.6,2.9,84,0.03,0.58,0.29,-0.29,0.89,0.11,0.14,-0.06,0.2,0.59,0.1,0.14,0.13,203206,203410,204794,206346,207862,210311,213534,216527,7209372699,46860852,2783.554,18.093,42.411628,-122.675685
32820,35.008557,-89.821816,"Memphis, TN-MS-AR","63,446","65,185","65,873","66,893","69,316","71,450",48,"61,663","61,702","61,115","60,743","61,303","62,119",0.1,-1,-0.6,0.9,1.3,184,-0.01,-0.07,-0.08,-0.55,0.54,0.44,0.07,0.53,0.24,0.18,0.07,0.04,-0.09,1324829,1326399,1332162,1339880,1340453,1341563,1341954,1342842,12910527030,319234186,4984.783,123.257,35.008557,-89.821816
32900,37.194806,-120.722802,"Merced, CA","7,288","6,974","7,695","8,339","8,001","8,254",225,"6,641","6,187","6,686","7,281","7,155","7,532",-6.8,8.1,8.9,-1.7,5.3,15,2.47,0.45,0.1,-0.89,0.57,0.18,0.05,1.15,0.12,0.41,0.07,0.03,0.57,255793,256831,259678,261430,262661,265139,267101,268672,5011540709,112771056,1934.967,43.541,37.194806,-120.722802
33100,26.101828,-80.478755,"Miami-Fort Lauderdale-West Palm Beach, FL","254,343","266,563","268,217","292,244","314,333","328,482",12,"247,940","254,161","251,037","267,639","280,390","287,775",2.5,-1.2,6.6,4.8,2.6,98,0.04,0.32,0.03,0.03,0.29,0.45,0.54,-0.16,0.66,0.21,0.06,0,0.16,5564635,5584384,5697425,5779518,5856943,5930210,6001717,6066387,13145453524,2749445492,5075.488,1061.567,26.101828,-80.478755
33140,41.549013,-86.744739,"Michigan City-La Porte, IN","3,739","3,839","3,922","3,915","3,820","3,834",357,"3,539","3,547","3,586","3,500","3,382","3,383",0.2,1.1,-2.4,-3.4,0.1,267,-5.19,8.13,1.11,1,1.02,-1.55,0.33,-3.27,1.52,0.38,-0.08,-1.91,-1.44,111467,111454,111202,111201,111323,111665,110762,110015,1549659085,38675577,598.327,14.933,41.549013,-86.744739
33220,43.648203,-84.379414,"Midland, MI","4,039","4,045","4,083","4,760","5,195","5,473",295,"3,883","3,775","3,742","4,280","4,548","4,701",-2.8,-0.9,14.4,6.3,3.4,62,0.01,-0.16,-1.06,1.76,0.23,0.08,-0.05,1.42,0.71,0.54,-0.26,0.13,0.02,83629,83663,83755,83678,83578,83459,83618,83462,1337099821,30589807,516.257,11.811,43.648203,-84.379414
33260,32.092359,-101.994539,"Midland, TX","26,208","29,991","33,428","35,588","26,365","24,224",105,"19,827","23,716","25,784","27,894","29,777","29,591",19.6,8.7,8.2,6.8,-0.6,301,(D),(D),-1.81,0.08,-4.58,-0.56,0.61,-3.75,(D),0.36,-0.75,(D),0.26,141671,141791,144973,152143,157350,161564,166995,168288,4701543644,6452583,1815.276,2.491,32.092359,-101.994539
33340,43.017652,-87.481549,"Milwaukee-Waukesha-West Allis, WI","90,910","93,915","96,996","100,037","98,975","100,869",38,"89,353","90,230","91,384","92,410","89,091","89,155",1,1.3,1.1,-3.6,0.1,266,-0.01,0.07,-0.41,-0.24,0.3,-0.53,0.11,0.04,0.46,0.21,-0.02,-0.01,0.1,1555908,1556802,1561396,1567414,1570802,1573609,1574349,1572482,3767864626,4835860493,1454.781,1867.136,43.017652,-87.481549
33460,45.061203,-93.351597,"Minneapolis-St. Paul-Bloomington, MN-WI","207,711","213,853","220,936","232,260","240,931","246,689",15,"201,598","202,891","206,171","212,880","215,881","217,566",0.6,1.6,3.3,1.4,0.8,222,-0.02,0.02,-0.1,0.1,0.11,0.23,-0.04,-1.23,1.26,0.24,0.04,0.01,0.15,3348859,3355763,3389448,3422542,3458513,3491838,3518252,3551036,19781159640,1248717247,7637.549,482.132,45.061203,-93.351597
33540,47.027263,-113.892681,"Missoula, MT","4,331","4,570","4,597","4,686","5,041","5,200",306,"4,224","4,354","4,288","4,272","4,482","4,531",3.1,-1.5,-0.4,4.9,1.1,200,0.06,0.05,0.15,0.27,0.41,0.09,0.29,-1.07,0,0.42,0.09,0.08,0.26,109299,109455,110169,111092,111707,112595,113982,116130,6715988454,64467912,2593.058,24.891,47.027263,-113.892681
33660,30.684572,-88.196568,"Mobile, AL","17,719","17,568","17,553","17,978","18,575","18,907",128,"16,843","16,451","16,237","16,219","16,645","16,847",-2.3,-1.3,-0.1,2.6,1.2,192,-0.32,0.17,0.1,-0.13,0.35,-0.44,-0.17,1.23,0.16,0.25,-0.09,0.06,0.04,412992,413369,413178,413760,413884,414342,414634,414836,3184121204,1073852495,1229.396,414.617,30.684572,-88.196568
33700,37.562384,-121.002656,"Modesto, CA","16,450","16,529","17,204","18,392","19,015","19,730",124,"15,716","15,345","15,657","16,517","16,932","17,430",-2.4,2,5.5,2.5,2.9,80,0.61,0.22,0.01,-0.38,0.6,0.23,0.07,0.29,0.33,0.23,0.21,0.14,0.38,514453,515342,518073,521360,524744,529754,535385,541560,3870867629,51101821,1494.55,19.731,37.562384,-121.002656
33740,32.690477,-92.262793,"Monroe, LA","6,410","6,444","6,689","6,790","7,128","7,311",240,"6,186","6,084","6,177","6,159","6,360","6,432",-1.6,1.5,-0.3,3.3,1.1,197,(D),0.16,(D),1.02,0.27,0.49,-0.16,-1.19,0.64,0.11,-0.05,0.06,-0.08,176441,176801,177376,177848,178528,178982,179463,179470,3852321100,128888970,1487.39,49.764,32.690477,-92.262793
33780,41.916097,-83.487106,"Monroe, MI","4,183","4,394","4,527","4,591","4,666","4,672",330,"4,100","4,259","4,321","4,254","4,227","4,213",3.9,1.5,-1.5,-0.6,-0.3,284,0,-1.39,-0.04,0.21,-0.29,-0.18,0.25,0.21,0.86,-0.13,0.03,0.1,0.03,152021,151946,151513,150862,150224,149936,149494,149208,1422996308,338244021,549.422,130.597,41.916097,-83.487106
33860,32.365631,-86.404585,"Montgomery, AL","15,446","15,653","15,995","16,171","16,732","17,351",139,"15,042","14,920","14,987","14,825","14,956","15,269",-0.8,0.5,-1.1,0.9,2.1,146,0.11,0.2,0.29,-0.04,0.38,-0.04,0.11,-0.03,0.58,0.4,-0.01,0.04,0.1,374536,375147,375576,374861,373979,373488,373563,373922,7027037498,189733905,2713.154,73.257,32.365631,-86.404585
34060,39.525155,-79.801912,"Morgantown, WV","6,207","6,448","6,773","7,097","7,507","7,704",236,"5,959","6,048","6,238","6,387","6,649","6,692",1.5,3.1,2.4,4.1,0.7,234,-0.05,-0.42,-0.16,-0.38,-0.28,-0.01,0.01,0.93,-0.07,1.01,0.14,0.01,-0.08,129709,130333,132295,134418,135658,136909,137735,138380,2612979127,21733747,1008.877,8.391,39.525155,-79.801912
34100,36.115484,-83.376546,"Morristown, TN","3,369","3,643","3,714","3,877","4,075","4,139",345,"3,334","3,505","3,508","3,570","3,621","3,611",5.1,0.1,1.8,1.4,-0.3,283,-0.25,0.02,0.67,-1.58,0.53,0.18,0.03,-0.21,0.52,0,0.04,-0.15,-0.06,113951,114247,114824,115140,115434,115673,116702,117320,1129292850,140081484,436.022,54.086,36.115484,-83.376546
34580,48.493292,-121.81577,"Mount Vernon-Anacortes, WA","5,387","5,239","5,517","5,575","5,934","5,889",279,"4,405","4,146","4,413","4,401","4,734","4,763",-5.9,6.4,-0.3,7.6,0.6,237,-0.14,0.13,-0.29,-0.3,-0.13,0.16,0.44,0.52,0.36,-0.24,0.09,-0.42,0.44,116901,117006,117759,117987,118679,120303,121724,123681,4483833372,489315214,1731.218,188.926,48.493292,-121.81577
34620,40.227543,-85.399262,"Muncie, IN","3,434","3,648","3,673","3,690","3,763","3,765",360,"3,351","3,484","3,444","3,389","3,365","3,307",4,-1.1,-1.6,-0.7,-1.7,336,0.02,-0.01,0.09,-0.01,0.19,-0.18,-0.01,-0.91,-1.3,0.35,0.11,-0.21,0.14,117671,117690,117872,117090,116989,116612,116019,115603,1015607268,9792758,392.128,3.781,40.227543,-85.399262
34740,43.289258,-86.751892,"Muskegon, MI","4,956","5,106","5,257","5,476","5,661","5,687",286,"4,717","4,809","4,937","5,010","5,138","5,146",2,2.7,1.5,2.5,0.2,259,0.07,-0.02,-0.68,1.2,0.51,-0.13,0.05,-0.26,-0.35,-0.27,0.18,-0.2,0.06,172188,171922,169979,170126,172230,172281,172697,173408,1295054226,2486391831,500.023,960.001,43.289258,-86.751892
34820,33.969095,-78.612724,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","13,429","14,017","14,658","15,270","16,056","16,579",144,"13,201","13,485","13,818","14,057","14,406","14,566",2.1,2.5,1.7,2.5,1.1,199,0.03,0.46,0.14,0.03,0.39,0.35,0.05,-1.2,0.47,0.23,0.2,-0.06,0.04,376722,378584,385649,393935,404597,417604,432493,449295,5136165448,833808418,1983.085,321.935,33.969095,-78.612724
34900,38.5071,-122.325904,"Napa, CA","7,515","8,300","8,830","9,528","10,333","10,540",194,"7,357","7,863","8,184","8,608","9,075","9,005",6.9,4.1,5.2,5.4,-0.8,305,0.21,-0.43,0.11,-1.12,0.2,-0.05,-0.13,-0.68,0.54,0.23,0,0.07,0.29,136484,136813,137940,138898,140102,141097,141854,142166,1938262912,104154062,748.368,40.214,38.5071,-122.325904
34940,26.118786,-81.400955,"Naples-Immokalee-Marco Island, FL","13,058","13,612","14,012","15,301","16,710","17,251",141,"12,692","12,925","13,051","13,974","14,913","15,077",1.8,1,7.1,6.7,1.1,202,-0.16,0.85,0.33,-0.23,0.72,0.26,0.2,-2.68,0.99,0.37,0.22,0.09,0.14,321520,322724,327541,332332,339244,347899,356570,365136,5176959832,792901545,1998.835,306.141,26.118786,-81.400955
34980,36.088507,-86.726602,"Nashville-Davidson--Murfreesboro--Franklin, TN","87,683","96,273","101,187","107,850","117,786","124,243",33,"86,067","92,352","95,448","99,700","105,809","109,379",7.3,3.4,4.5,6.1,3.4,61,-0.1,0.02,(D),(D),0.27,0.24,(D),(D),0.73,0.25,-0.06,0.11,-0.07,1670890,1676004,1698198,1727218,1758292,1793083,1828961,1865298,16321410263,197967875,6301.732,76.436,36.088507,-86.726602
35100,35.118179,-77.082541,"New Bern, NC","4,568","4,668","4,723","4,790","4,868","4,946",321,"4,399","4,407","4,384","4,365","4,344","4,343",0.2,-0.5,-0.4,-0.5,0,271,(D),0.08,0.28,-0.21,0.18,0.02,(D),0.1,-0.1,-0.05,0.06,(D),-0.22,126802,127116,128260,128622,127519,127318,126211,126111,3927063228,771504643,1516.248,297.88,35.118179,-77.082541
35300,41.349717,-72.900204,"New Haven-Milford, CT","39,656","40,236","40,896","41,151","42,577","44,120",62,"38,712","38,471","38,387","37,911","38,318","39,023",-0.6,-0.2,-1.2,1.1,1.8,158,0.01,0.18,0.14,0.28,0.54,0.16,-0.24,0.76,0.21,-0.09,0.04,0.02,-0.16,862477,863480,864009,864177,862712,861534,859073,856875,1565645638,667096946,604.499,257.568,41.349717,-72.900204
35380,29.805532,-89.701382,"New Orleans-Metairie, LA","75,441","77,396","72,714","76,095","77,452","77,163",45,"65,246","65,724","61,858","63,870","66,907","67,561",0.7,-5.9,3.3,4.8,1,212,-0.37,-0.35,-0.08,1.3,(D),(D),0.47,0.12,-0.26,0.34,(D),0.07,-0.12,1189866,1195636,1214086,1228094,1240964,1251221,1262071,1268883,8293551780,12101115061,3202.158,4672.267,29.805532,-89.701382
35620,40.898788,-73.90313,"New York-Newark-Jersey City, NY-NJ-PA","1,363,844","1,439,234","1,477,046","1,542,759","1,608,345","1,657,457",1,"1,325,597","1,364,250","1,367,357","1,391,582","1,413,281","1,426,027",2.9,0.2,1.8,1.6,0.9,216,0,0.11,(D),(D),0.03,(D),0.36,0.02,(D),0.14,0.04,0.04,-0.08,19567410,19600799,19751176,19864434,19968845,20052234,20118063,20153634,21478408908,6689374328,8292.86,2582.782,40.898788,-73.90313
